iter	Accuracy	MultiClass
554	1	0.013403774
555	1	0.01337910935
556	1	0.01335158294
557	1	0.01331806482
558	1	0.01328545911
559	1	0.01325837477
560	1	0.01322088117
561	1	0.01318630037
562	1	0.01316119518
563	1	0.0131177991
564	1	0.01309017696
565	1	0.01306441131
566	1	0.01304300614
567	1	0.01301375204
568	1	0.01298866815
569	1	0.01296657798
570	1	0.01293371808
571	1	0.01291626674
572	1	0.01288804418
573	1	0.01285814855
574	1	0.01283717091
575	1	0.01281157313
576	1	0.01278605225
577	1	0.01275881917
578	1	0.01273071859
579	1	0.0127026838
580	1	0.01267156993
581	1	0.01264542205
582	1	0.01261243457
583	1	0.01258989733
584	1	0.0125646701
585	1	0.01254516377
586	1	0.01252741023
587	1	0.0125009415
588	1	0.01246782097
589	1	0.01244477411
590	1	0.01242294773
591	1	0.01239544849
592	1	0.01237297547
593	1	0.01235086823
594	1	0.012328985
595	1	0.01230521082
596	1	0.01228428559
597	1	0.01226676758
598	1	0.01224178036
599	1	0.01220445655
600	1	0.01218815121
601	1	0.01216393928
602	1	0.01213502461
603	1	0.01211146092
604	1	0.0120902255
605	1	0.01206987364
606	1	0.01204259559
607	1	0.01202199908
608	1	0.01200333699
609	1	0.01198515218
610	1	0.01196898136
611	1	0.01194783675
612	1	0.01192828354
613	1	0.01190406847
614	1	0.0118794749
615	1	0.01184592943
616	1	0.01182544193
617	1	0.0118011985
618	1	0.01177539229
619	1	0.01175406425
620	1	0.01173222818
621	1	0.01170941165
622	1	0.01169061856
623	1	0.0116631323
624	1	0.01164086716
625	1	0.0116149653
626	1	0.01159215002
627	1	0.01157568459
628	1	0.0115525728
629	1	0.01153023803
630	1	0.0115135744
631	1	0.01149231086
632	1	0.01147372073
633	1	0.01145753446
634	1	0.01143303024
635	1	0.0114158301
636	1	0.01140014244
637	1	0.01138333883
638	1	0.01136720785
639	1	0.01133955371
640	1	0.01131316078
641	1	0.01129907841
642	1	0.01127529895
643	1	0.01124385444
644	1	0.01122000671
645	1	0.01119921481
646	1	0.01117894881
647	1	0.01115664857
648	1	0.01113542771
649	1	0.01110928881
650	1	0.01108985321
651	1	0.01106264784
652	1	0.01104705504
653	1	0.01103274628
654	1	0.01101045263
655	1	0.01098543391
656	1	0.0109586714
657	1	0.0109411457
658	1	0.01092603308
659	1	0.01091205588
660	1	0.01089702509
661	1	0.01088290291
662	1	0.01086000635
663	1	0.01083753245
664	1	0.01082227149
665	1	0.01080449283
666	1	0.0107852324
667	1	0.01076546211
668	1	0.01075411709
669	1	0.01073044793
670	1	0.01071117824
671	1	0.01069503187
672	1	0.01067934592
673	1	0.01066366886
674	1	0.01064939902
675	1	0.01062815309
676	1	0.01060657802
677	1	0.01058336991
678	1	0.01055062096
679	1	0.01053093747
680	1	0.01051255194
681	1	0.01048874114
682	1	0.0104725379
683	1	0.01045569802
684	1	0.01044083589
685	1	0.01042545749
686	1	0.01041485904
687	1	0.0103996986
688	1	0.01038436168
689	1	0.01036718787
690	1	0.01035380445
691	1	0.01033098018
692	1	0.01030619962
693	1	0.01029145149
694	1	0.01027005082
695	1	0.01024620022
696	1	0.01022932091
697	1	0.01020562901
698	1	0.01018939512
699	1	0.01016998519
700	1	0.01015677738
701	1	0.01014032423
702	1	0.01012463894
703	1	0.01011432668
704	1	0.01009928045
705	1	0.01008155593
706	1	0.01006111632
707	1	0.01004555874
708	1	0.01003281093
709	1	0.01001754671
710	1	0.009996808802
711	1	0.009983202755
712	1	0.00996736837
713	1	0.00994967489
714	1	0.009935761421
715	1	0.009921890011
716	1	0.009907663638
717	1	0.009886952192
718	1	0.009870818331
719	1	0.009845502826
720	1	0.00983045098
721	1	0.009809394507
722	1	0.009797147305
723	1	0.00978319048
724	1	0.009766362487
725	1	0.009748203458
726	1	0.009732886578
727	1	0.009711742181
728	1	0.009695701944
729	1	0.009680213405
730	1	0.00966276707
731	1	0.009644026148
732	1	0.009632659224
733	1	0.00962452178
734	1	0.009607180313
735	1	0.009591816867
736	1	0.009579677685
737	1	0.009563943812
738	1	0.009547644439
739	1	0.009530499843
740	1	0.009512480261
741	1	0.009499969561
742	1	0.009486690223
743	1	0.009470572282
744	1	0.009455782843
745	1	0.00944426248
746	1	0.009430075838
747	1	0.009409061746
748	1	0.009390881662
749	1	0.009374347318
750	1	0.009359360457
751	1	0.009345135127
752	1	0.009332727017
753	1	0.009318379392
754	1	0.009305214798
755	1	0.009285333574
756	1	0.009276783978
757	1	0.009252096004
758	1	0.009239118552
759	1	0.009230019591
760	1	0.009216867385
761	1	0.009204246256
762	1	0.009188560492
763	1	0.009174515054
764	1	0.009162821367
765	1	0.009143242006
766	1	0.00912982911
767	1	0.00911224501
768	1	0.009094656832
769	1	0.009074483468
770	1	0.009066456798
771	1	0.00905671057
772	1	0.009038195622
773	1	0.009023649566
774	1	0.009011073544
775	1	0.008994429185
776	1	0.008986197549
777	1	0.00897647374
778	1	0.00896633048
779	1	0.008957201096
780	1	0.008940741288
781	1	0.008929124145
782	1	0.008918880975
783	1	0.008907174251
784	1	0.008895487327
785	1	0.008872979059
786	1	0.008862510326
787	1	0.008847896861
788	1	0.008835663881
789	1	0.008824550885
790	1	0.008814877943
791	1	0.008801553592
792	1	0.008783948912
793	1	0.008769938511
794	1	0.008759205405
795	1	0.008743454836
796	1	0.00873227052
797	1	0.008720163251
798	1	0.008702069465
799	1	0.008691098354
800	1	0.008682302785
801	1	0.008671982778
802	1	0.008663820439
803	1	0.008650384575
804	1	0.008635117801
805	1	0.008624375671
806	1	0.008613847353
807	1	0.008603336603
808	1	0.008592146755
809	1	0.008579745788
810	1	0.008569345642
811	1	0.008559450645
812	1	0.00854368176
813	1	0.008528802544
814	1	0.008515481409
815	1	0.008501747779
816	1	0.008488246716
817	1	0.008474488689
818	1	0.008462420712
819	1	0.008451363708
820	1	0.008437623111
821	1	0.00842273561
822	1	0.008412028537
823	1	0.008394706058
824	1	0.008384385425
825	1	0.008373566737
826	1	0.008364571584
827	1	0.008352057163
828	1	0.008341682704
829	1	0.008332541295
830	1	0.008322801109
831	1	0.008311376985
832	1	0.008294306425
833	1	0.00828680167
834	1	0.008273805717
835	1	0.008258395234
836	1	0.008248712421
837	1	0.008234560555
838	1	0.008226769972
839	1	0.008216703469
840	1	0.008207445257
841	1	0.008194017254
842	1	0.008186806176
843	1	0.008175132328
844	1	0.008162815089
845	1	0.008149974326
846	1	0.008138179027
847	1	0.008128848555
848	1	0.008114784712
849	1	0.008098033798
850	1	0.008082066734
851	1	0.008071341508
852	1	0.008058376057
853	1	0.008045905808
854	1	0.008036635188
855	1	0.008024984687
856	1	0.00801480736
857	1	0.00800630902
858	1	0.007996707966
859	1	0.0079883657
860	1	0.007973298074
861	1	0.007961858516
862	1	0.007950355465
863	1	0.007940221385
864	1	0.007930914389
865	1	0.007919737005
866	1	0.007907070778
867	1	0.007897646911
868	1	0.007888346476
869	1	0.007880185612
870	1	0.007872603528
871	1	0.007859108207
872	1	0.00785011622
873	1	0.007842391246
874	1	0.007829868449
875	1	0.007822099545
876	1	0.00781075552
877	1	0.007799082831
878	1	0.007789119759
879	1	0.007776649693
880	1	0.007765159521
881	1	0.007755673716
882	1	0.007747766022
883	1	0.007738005594
884	1	0.007726367428
885	1	0.007716689384
886	1	0.007706558807
887	1	0.007692825554
888	1	0.007683790526
889	1	0.007674470565
890	1	0.007666474721
891	1	0.007658549993
892	1	0.007647684345
893	1	0.007639015283
894	1	0.007630767569
895	1	0.007622065408
896	1	0.007609115165
897	1	0.007598946097
898	1	0.007586166489
899	1	0.007576858537
900	1	0.007570236895
901	1	0.007560270874
902	1	0.007550923922
903	1	0.00754033966
904	1	0.007532459206
905	1	0.007523050143
906	1	0.007513979649
907	1	0.007504374072
908	1	0.007499364446
909	1	0.007486525029
910	1	0.007477022742
911	1	0.007466229715
912	1	0.007458549184
913	1	0.00744995459
914	1	0.007438633184
915	1	0.007428078453
916	1	0.007421384894
917	1	0.007412509769
918	1	0.007403127814
919	1	0.007394646125
920	1	0.007386911273
921	1	0.007378661661
922	1	0.007369312037
923	1	0.007357171566
924	1	0.007349266453
925	1	0.007341042119
926	1	0.00733285945
927	1	0.007320955105
928	1	0.007309576303
929	1	0.007301990863
930	1	0.007294833885
931	1	0.007286489745
932	1	0.007278160397
933	1	0.007267901086
934	1	0.007258029941
935	1	0.007252925434
936	1	0.007242774508
937	1	0.007234826962
938	1	0.00722567323
939	1	0.007220500205
940	1	0.007212259559
941	1	0.00720381819
942	1	0.007195029557
943	1	0.007188623154
944	1	0.007179797664
945	1	0.007169405575
946	1	0.007156354914
947	1	0.007147456047
948	1	0.007141410502
949	1	0.007133624766
950	1	0.007123075178
951	1	0.00711190475
952	1	0.007104715024
953	1	0.00709333209
954	1	0.007086052387
955	1	0.007078275139
956	1	0.007066771737
957	1	0.007053965692
958	1	0.007042161045
959	1	0.007032961888
960	1	0.007019497694
961	1	0.007013198566
962	1	0.007005341499
963	1	0.006998664535
964	1	0.006993106679
965	1	0.00698870321
966	1	0.006983231401
967	1	0.006974995416
968	1	0.006965875083
969	1	0.00695908902
970	1	0.006950783155
971	1	0.00694249757
972	1	0.006929760956
973	1	0.006920929549
974	1	0.006913012356
975	1	0.006907364819
976	1	0.006900504485
977	1	0.006891508321
978	1	0.006885145866
979	1	0.006881508665
980	1	0.006874562605
981	1	0.006867816731
982	1	0.006858892187
983	1	0.00685342657
984	1	0.00684506268
985	1	0.006837172009
986	1	0.006830447978
987	1	0.00682233713
988	1	0.006814630698
989	1	0.006806192347
990	1	0.006799830013
991	1	0.006790793139
992	1	0.006785694067
993	1	0.006780353747
994	1	0.00677314263
995	1	0.006764495948
996	1	0.006757868779
997	1	0.00674884184
998	1	0.006739691892
999	1	0.006730455499
